City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Clouds,Wind,Weather Description
475,Mao,ES,39.8885,4.2658,50.56,93,20,3.44,few clouds
476,Yumen,CN,40.2833,97.2,30.02,28,0,5.57,clear sky
477,Kismayo,SO,-0.3582,42.5454,83.37,66,49,19.04,scattered clouds
478,Necochea,AR,-38.5473,-58.7368,57.9,77,68,3.53,broken clouds
479,Mildura,AU,-34.2,142.15,79.07,28,0,21.14,clear sky
480,Sovetskiy,RU,61.3614,63.5842,-8.12,99,14,4.79,few clouds
481,Avera,US,33.194,-82.5271,65.37,96,100,11.18,overcast clouds
482,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,75,16.11,broken clouds
483,Jaru,BR,-10.4389,-62.4664,70.43,99,100,2.73,overcast clouds
484,Noyabrsk,RU,63.1994,75.4507,1.2,98,78,10.78,broken clouds
485,Bedford,GB,52.1346,-0.4663,55.11,91,99,24.43,overcast clouds
486,Mehamn,NO,71.0357,27.8492,31.91,86,40,9.22,scattered clouds
487,Moron,AR,-34.6534,-58.6198,69.55,58,5,2.91,clear sky
488,Baruun-Urt,MN,46.6806,113.2792,-1.88,89,25,9.33,scattered clouds
489,Chihuahua,MX,28.5,-106.0,41.2,50,0,6.67,clear sky
490,Nushki,PK,29.5542,66.0215,47.59,35,0,1.79,clear sky
491,Upata,VE,8.0086,-62.3989,71.19,95,100,2.1,overcast clouds
492,Sananduva,BR,-27.9497,-51.8067,59.83,96,100,3.78,light rain
493,Paducah,US,37.0834,-88.6001,60.3,77,0,5.75,clear sky
494,Dasoguz,TM,41.8363,59.9666,46.35,76,0,11.5,clear sky
495,Bambous Virieux,MU,-20.3428,57.7575,86.25,54,40,11.5,scattered clouds
496,Bulembu,SZ,-25.9667,31.1333,77.22,50,0,1.54,clear sky
497,Bokoro,TD,12.3807,17.0568,68.02,27,77,15.32,broken clouds
498,Iringa,TZ,-7.7667,35.7,72.7,48,77,3.89,broken clouds
499,Yenagoa,NG,4.9247,6.2642,76.5,67,100,1.54,overcast clouds
500,Turayf,SA,31.6725,38.6637,39.45,93,75,23.02,broken clouds
501,Trairi,BR,-3.2778,-39.2689,77.2,82,93,9.95,overcast clouds
502,Nishihara,JP,26.1842,127.7558,65.48,57,75,17.27,broken clouds
503,Salinopolis,BR,-0.6136,-47.3561,77.58,87,33,8.08,scattered clouds
504,Borovskoy,KZ,53.8,64.15,13.41,93,100,6.69,overcast clouds
505,Vitim,RU,59.4511,112.5578,-13.13,100,18,2.01,few clouds
506,Badulla,LK,6.9895,81.0557,76.44,64,71,7.61,broken clouds
507,Barranca,PE,-10.75,-77.7667,68.29,86,100,3.94,overcast clouds
508,Pacific Grove,US,36.6177,-121.9166,49.08,94,0,3.44,clear sky
509,Corinto,GR,37.9407,22.9573,53.89,69,5,5.64,clear sky
510,Keetmanshoop,NA,-26.5833,18.1333,70.92,32,46,8.16,scattered clouds
511,San Carlos De Bariloche,AR,-41.1456,-71.3082,48.24,87,0,6.91,clear sky
512,Marsh Harbour,BS,26.5412,-77.0636,75.04,75,0,13.73,clear sky
513,Tabuk,PH,17.4189,121.4443,71.85,91,100,5.1,overcast clouds
514,Buala,SB,-8.145,159.5921,82.4,78,100,7.96,light rain
515,Mount Isa,AU,-20.7333,139.5,89.37,58,100,10.36,overcast clouds
516,Wobulenzi,UG,0.7283,32.5122,78.28,48,5,1.77,clear sky
517,Iglesias,IT,39.3114,8.535,42.22,86,100,1.99,overcast clouds
518,Navolato,MX,24.7672,-107.6944,55.63,70,0,4.56,clear sky
519,Mongu,ZM,-15.2484,23.1274,66.24,92,100,8.84,light rain
520,Bousso,TD,10.4795,16.7117,72.93,27,53,10.63,broken clouds
521,Skibbereen,IE,51.55,-9.2667,53.11,86,100,24.63,overcast clouds
522,Abonnema,NG,4.7084,6.7931,77.72,66,94,3.02,overcast clouds
523,Stabat,ID,3.761,98.4513,90.25,59,100,3.22,overcast clouds
524,Chicama,PE,-7.8447,-79.1469,63.14,84,30,2.53,scattered clouds
525,Bandarbeyla,SO,9.4942,50.8122,79.25,65,46,20.76,scattered clouds
526,Shelburne,CA,44.0787,-80.2041,34.59,99,100,5.28,overcast clouds
527,Itapirapua,BR,-15.8233,-50.6133,71.04,95,100,1.39,overcast clouds
528,Gavle,SE,60.6745,17.1417,23.34,94,97,1.99,overcast clouds
529,Bara,NG,10.3744,10.7288,65.75,39,100,8.1,overcast clouds
530,Bossier City,US,32.516,-93.7321,57.15,70,0,5.75,clear sky
531,Dingle,PH,10.9995,122.6711,75.24,92,100,8.28,moderate rain
532,Flin Flon,CA,54.7682,-101.865,7.11,97,97,4.56,overcast clouds
533,Manado,ID,1.487,124.8455,84.97,74,40,5.75,scattered clouds
534,Fairbanks,US,64.8378,-147.7164,8.6,80,0,0.0,clear sky
535,Altamira,BR,-3.2033,-52.2064,70.38,97,96,2.55,overcast clouds
536,Jinhua,CN,29.1078,119.6547,52.29,64,61,4.63,broken clouds
537,Filingue,NE,14.3521,3.3168,61.02,24,9,10.18,clear sky
538,Cascais,PT,38.6979,-9.4215,50.97,73,20,8.05,few clouds
539,Petropavlovskaya,RU,45.0819,40.4512,43.27,87,100,6.51,overcast clouds
540,Rokytne,UA,51.2796,27.214,36.81,81,94,10.38,overcast clouds
541,Ribeira Brava,PT,32.65,-17.0667,63.23,71,51,9.71,broken clouds
542,Bilibino,RU,68.0546,166.4372,-43.55,99,47,1.97,scattered clouds
543,Sorong,ID,-0.8833,131.25,84.4,72,33,8.66,scattered clouds
544,Puerto Carreno,CO,6.189,-67.4859,75.22,75,100,7.87,overcast clouds
545,Beian,NO,63.6559,9.5683,32.0,59,0,29.93,clear sky
546,Arman,RU,59.7,150.1667,1.04,78,100,10.51,overcast clouds
547,Aripuana,BR,-9.1667,-60.6333,69.28,98,100,0.98,overcast clouds
548,Zhigansk,RU,66.7697,123.3711,-19.46,96,100,8.48,overcast clouds
549,Lethbridge,CA,49.7,-112.8186,27.57,63,0,18.41,clear sky
550,Manavalakurichi,IN,8.1333,77.3,85.41,50,8,2.84,clear sky
551,Coquimbo,CL,-29.9533,-71.3436,60.53,94,75,3.44,broken clouds
552,Cadillac,US,44.2519,-85.4012,35.8,100,100,9.22,mist
553,Umea,SE,63.8284,20.2597,17.53,86,75,9.22,broken clouds
554,Ilorin,NG,8.5,4.55,72.0,33,100,4.99,overcast clouds
555,Neepawa,CA,50.2289,-99.4664,0.0,93,15,2.44,few clouds
556,Camacha,PT,33.0833,-16.3333,60.22,72,40,16.11,scattered clouds
557,Namatanai,PG,-3.6667,152.4333,79.7,82,97,11.16,moderate rain
558,Dori,BF,14.0354,-0.0345,60.71,28,6,9.24,clear sky
559,Hamilton,US,39.1834,-84.5333,58.75,94,100,6.91,overcast clouds
560,Bud,US,39.447,-86.1758,59.9,96,100,11.16,overcast clouds
561,Gorin,RU,51.1983,136.6669,-16.4,98,6,3.76,clear sky
562,Obo,CF,5.3998,26.4869,81.9,27,1,11.7,clear sky
563,Kampot,KH,10.6167,104.1833,87.85,52,100,16.82,overcast clouds
564,North Bend,US,43.4065,-124.2243,46.85,93,75,5.75,broken clouds
565,Batagay-Alyta,RU,67.8006,130.4114,-34.31,97,87,3.0,overcast clouds
566,Anadyr,RU,64.75,177.4833,-14.3,76,100,15.66,light snow
567,Kashan,IR,33.9831,51.4364,44.19,45,25,0.0,scattered clouds
568,Suntar,RU,62.1444,117.6319,-14.03,97,100,5.41,overcast clouds
569,Ca Mau,VN,9.1769,105.15,86.81,53,100,7.85,overcast clouds
570,Mana,GF,5.6592,-53.7767,75.47,92,100,7.63,light rain
571,Isangel,VU,-19.55,169.2667,81.0,73,100,3.04,overcast clouds
572,Mayya,RU,61.7333,130.2811,-37.08,99,100,3.85,overcast clouds
573,Northam,GB,51.0333,-4.2167,54.39,97,100,24.23,overcast clouds
574,Ayan,RU,56.45,138.1667,2.46,71,100,15.55,overcast clouds
575,Port Macquarie,AU,-31.4333,152.9167,71.89,92,100,5.66,light rain
576,Verden,DE,52.9167,9.2333,50.18,91,100,24.47,light rain
577,Belaya Gora,RU,68.5333,146.4167,-48.19,100,88,1.21,overcast clouds
578,Mackenzie,CA,55.2999,-123.1698,25.02,86,100,3.44,light snow
579,Bastia,FR,42.6667,9.3333,54.3,88,100,4.61,overcast clouds
580,Rabak,SD,13.1809,32.74,76.19,19,3,16.04,clear sky
581,Bubaque,GW,11.2833,-15.8333,77.05,65,36,9.78,scattered clouds
582,Capoterra,IT,39.1763,8.9718,51.58,84,0,6.91,clear sky
583,Maroantsetra,MG,-15.4333,49.7333,80.83,67,43,2.17,scattered clouds
584,Qena,EG,26.1615,32.7183,58.98,66,0,6.6,clear sky
585,Gagarin,RU,55.5529,34.9954,21.58,94,86,8.28,overcast clouds
586,Maracaju,BR,-21.6144,-55.1683,70.5,97,100,4.16,moderate rain
587,Meridian,US,43.6121,-116.3915,31.05,87,75,6.91,broken clouds
588,Iracoubo,GF,5.4802,-53.2011,75.45,91,100,9.55,overcast clouds
589,Bowen,AU,-20.0167,148.2333,82.2,66,99,11.45,overcast clouds
590,Shihezi,CN,44.3,86.0333,21.7,84,100,6.08,overcast clouds
591,Vysokogornyy,RU,50.1167,139.15,-10.71,97,99,7.27,overcast clouds
592,Aqtobe,KZ,50.2797,57.2072,35.69,93,100,24.61,mist
593,Ilhabela,BR,-23.7781,-45.3581,75.76,85,99,5.12,overcast clouds
594,Lodja,CD,-3.4833,23.4333,76.06,84,10,0.65,clear sky
595,Jablah,SY,35.3614,35.9256,55.69,38,0,5.75,clear sky
596,Inirida,CO,3.8653,-67.9239,71.08,96,99,2.15,overcast clouds
597,Izhma,RU,65.0083,53.9113,-7.2,99,97,2.3,overcast clouds
598,Magadan,RU,59.5667,150.8,5.74,69,100,9.73,overcast clouds
599,Shubarkuduk,KZ,49.1447,56.4872,35.11,100,100,22.41,overcast clouds
600,Bougouni,ML,11.417,-7.479,62.76,21,5,5.32,clear sky
601,Lompoc,US,34.6391,-120.4579,59.14,86,75,11.5,broken clouds
602,Santiago Del Estero,AR,-27.7951,-64.2615,68.52,37,0,6.89,clear sky
603,Kibaya,TZ,-5.3,36.5667,69.24,64,21,7.49,light rain
604,Sioux Lookout,CA,50.1001,-91.917,14.07,92,100,5.75,mist
605,Carbonia,IT,39.1672,8.5222,43.45,84,100,2.82,overcast clouds
606,Jinxiang,CN,27.4327,120.6062,53.17,69,81,11.79,broken clouds
607,Alihe,CN,50.5667,123.7167,5.72,76,3,4.18,clear sky
608,Abha,SA,18.2164,42.5053,62.42,48,75,20.71,broken clouds
609,Tarbolton,GB,55.5129,-4.4865,49.55,93,75,20.71,broken clouds
610,Kambia,SL,9.1167,-12.9167,65.52,76,0,4.16,clear sky
611,Jumla,NP,29.2747,82.1838,47.16,16,0,4.76,clear sky
612,Tirumullaivasal,IN,11.2333,79.8333,81.32,61,27,12.46,scattered clouds
613,Odweyne,SO,9.4092,45.064,75.4,39,1,13.73,clear sky
614,Galveston,US,29.3669,-94.9669,64.36,65,0,6.91,clear sky
615,Nizhniy Odes,RU,63.6445,54.856,-6.68,99,100,4.18,overcast clouds
616,Mopti,ML,14.6667,-4.0,62.22,19,20,8.08,few clouds
617,Erzin,TR,36.9559,36.2,56.39,20,0,2.33,clear sky
618,Marathon,US,44.9,-89.7668,33.55,93,100,13.8,mist
619,Machali,CL,-34.1833,-70.6667,63.72,31,0,1.39,clear sky
620,Saint-Joseph,RE,-21.3667,55.6167,84.58,73,89,7.99,overcast clouds
621,Matara,LK,5.9485,80.5353,86.02,53,94,2.98,overcast clouds
622,College,US,64.8569,-147.8028,-5.85,77,20,0.0,few clouds
623,Makakilo City,US,21.3469,-158.0858,71.44,82,20,6.91,few clouds
624,Shahreza,IR,32.0339,51.8794,39.54,45,100,2.55,overcast clouds
625,Teknaf,BD,20.8624,92.3058,78.39,41,6,7.54,clear sky
626,Smithers,CA,54.7804,-127.1743,23.32,100,100,3.44,overcast clouds
627,Cuauhtemoc,MX,28.4167,-106.8667,37.24,64,19,6.11,few clouds
628,Goure,NE,13.9835,10.2704,60.12,31,0,16.44,clear sky
629,Prado,BR,-17.3411,-39.2208,73.29,95,100,6.06,overcast clouds
630,Sola,VU,-13.8833,167.55,80.87,82,100,24.02,overcast clouds
631,Aykhal,RU,66.0,111.5,-23.84,100,100,4.85,overcast clouds
632,Ewa Beach,US,21.3156,-158.0072,72.84,81,20,6.91,few clouds
633,Vardo,NO,70.3705,31.1107,31.98,69,40,20.71,scattered clouds
634,La Orilla,MX,17.9833,-102.2333,70.59,77,0,4.12,clear sky
635,Dillon,US,34.4166,-79.3712,63.95,98,100,4.21,overcast clouds
636,Tandalti,SD,13.0167,31.8667,73.15,19,5,18.37,clear sky
637,Grand Gaube,MU,-20.0064,57.6608,86.4,56,9,11.99,clear sky
638,Fort Nelson,CA,58.8053,-122.7002,6.94,94,20,3.44,few clouds
639,Amahai,ID,-3.3333,128.9167,85.35,70,99,1.03,overcast clouds
640,Serenje,ZM,-13.2325,30.2352,68.31,82,94,1.97,light rain
641,Luanda,AO,-8.8368,13.2343,78.8,78,75,2.3,moderate rain
642,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,67,75,4.47,broken clouds
643,Lugoba,TZ,-6.45,38.3333,86.41,52,5,6.22,clear sky
644,Sakaiminato,JP,35.55,133.2333,44.58,45,75,16.11,broken clouds
645,Puerto Escondido,MX,15.85,-97.0667,74.8,76,17,4.45,few clouds
646,Touros,BR,-5.1989,-35.4608,77.29,81,46,10.42,scattered clouds
647,Ulaangom,MN,49.9811,92.0667,-10.75,95,100,2.04,overcast clouds
648,Waingapu,ID,-9.6567,120.2641,83.26,72,100,16.82,overcast clouds
649,The Pas,CA,53.8251,-101.2541,1.42,85,0,2.3,clear sky
650,Pisco,PE,-13.7,-76.2167,68.05,88,75,5.75,broken clouds
651,Show Low,US,34.2542,-110.0298,30.61,91,0,16.11,clear sky
652,Beringovskiy,RU,63.05,179.3167,-18.4,92,92,11.41,overcast clouds
653,Severo-Yeniseyskiy,RU,60.3725,93.0408,-1.03,99,98,2.64,overcast clouds
654,Sattahip,TH,12.6664,100.9007,92.98,48,20,13.8,few clouds
655,Butler,US,39.4501,-84.5666,58.17,93,100,6.91,overcast clouds
656,Turukhansk,RU,65.8167,87.9833,-18.63,93,99,6.53,overcast clouds
657,Sibolga,ID,1.7427,98.7792,84.15,68,100,4.61,overcast clouds
658,Lakheri,IN,25.6667,76.1667,64.58,26,2,6.82,clear sky
659,Sukhobuzimskoye,RU,56.5,93.2728,4.14,90,81,2.64,broken clouds
660,Nieuw Amsterdam,SR,5.8833,-55.0833,76.01,92,100,7.07,overcast clouds
661,Maceio,BR,-9.6658,-35.7353,74.64,94,20,5.75,few clouds
662,Hatta,IN,24.1167,79.6,67.68,24,0,7.02,clear sky
663,Taoudenni,ML,22.6783,-3.9836,59.99,17,0,9.75,clear sky
664,Griffith,US,41.5284,-87.4237,45.1,92,0,4.61,clear sky
665,Toccoa,US,34.5773,-83.3324,60.44,99,100,3.44,moderate rain
666,Husavik,IS,66.0449,-17.3389,27.28,81,100,2.04,overcast clouds
667,Torbat-E Jam,IR,35.244,60.6225,54.68,13,0,4.54,clear sky
668,Wanning,CN,18.8003,110.3967,68.7,87,100,12.84,overcast clouds
669,Jabinyanah,TN,35.035,10.9081,48.0,54,0,6.93,clear sky
670,Ballyshannon,IE,54.5,-8.1833,49.75,88,100,20.42,overcast clouds
671,Biak,ID,-0.9131,122.8766,82.35,74,100,1.63,overcast clouds
672,Kirakira,SB,-10.4544,161.9205,78.71,90,100,8.23,moderate rain
673,Carballo,ES,43.213,-8.691,53.87,90,99,5.17,overcast clouds
674,Beboto,TD,8.2668,16.939,81.54,24,71,7.74,broken clouds
675,Tuatapere,NZ,-46.1333,167.6833,61.2,82,100,1.32,overcast clouds
676,Kerema,PG,-7.9631,145.7785,82.44,78,100,1.86,overcast clouds
677,Bousse,BF,12.6606,-1.8922,65.34,24,34,10.49,scattered clouds
678,Pag,HR,44.445,15.0575,46.98,79,62,8.46,broken clouds
679,Pasni,PK,25.2631,63.471,69.87,23,5,7.0,clear sky
680,Half Moon Bay,US,37.4636,-122.4286,51.62,92,0,0.0,clear sky
681,Dodge City,US,37.7528,-100.0171,24.26,85,0,12.66,clear sky
682,Chipinge,ZW,-20.1883,32.6236,83.75,33,0,2.55,clear sky
683,Esso,RU,55.9333,158.7,2.97,99,100,3.47,overcast clouds
684,Shuya,RU,56.8487,41.3883,10.94,94,47,6.85,scattered clouds
685,Deep River,CA,46.1001,-77.4995,33.94,99,100,2.75,snow
686,Mahon,ES,39.8885,4.2658,50.56,93,20,3.44,few clouds
687,Rabo De Peixe,PT,37.8,-25.5833,60.31,67,75,16.11,broken clouds
688,Teguldet,RU,57.3064,88.1667,18.59,96,98,3.49,light snow
689,Chunoyar,RU,57.4467,97.3217,4.48,97,99,2.55,overcast clouds
690,Port Shepstone,ZA,-30.7414,30.455,77.45,73,2,5.01,clear sky
691,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,82,40,12.66,scattered clouds
692,Porto Novo,BJ,6.4965,2.6036,73.22,38,97,4.63,overcast clouds
693,Paita,PE,-5.0892,-81.1144,67.87,85,100,6.76,overcast clouds
694,La Rioja,ES,42.25,-2.5,26.38,33,17,5.97,few clouds
695,Springfield,US,37.2153,-93.2982,35.53,80,0,6.91,light rain
696,Miles City,US,46.4083,-105.8406,13.17,92,100,0.0,mist
697,Holme,DK,56.1138,10.1725,42.37,96,100,18.03,overcast clouds
698,Nemuro,JP,43.3236,145.575,22.14,53,34,19.33,scattered clouds
699,Orativ,UA,49.1889,29.527,39.06,59,100,14.0,overcast clouds
700,Puerto Colombia,CO,10.9878,-74.9547,77.09,81,0,22.62,clear sky
701,Hovd,MN,48.0056,91.6419,7.5,82,100,2.95,overcast clouds
702,Isiro,CD,2.7739,27.616,85.03,43,29,6.49,scattered clouds
703,Neuquen,AR,-38.9516,-68.0591,70.81,35,0,2.93,clear sky
704,Haines Junction,CA,60.7522,-137.5108,1.35,78,100,0.0,overcast clouds
705,Forbes,AU,-33.3833,148.0167,85.91,17,0,14.9,clear sky
706,Viedma,AR,-40.8135,-62.9967,62.96,58,5,10.4,clear sky
707,Mwene-Ditu,CD,-7.0,23.45,77.0,71,35,4.41,scattered clouds
708,Jardim,BR,-21.4803,-56.1381,70.59,99,100,2.73,moderate rain
709,Gazanjyk,TM,39.2446,55.5154,61.93,29,0,9.04,clear sky
710,Pandan,PH,14.0453,124.1694,78.21,89,100,18.66,moderate rain
711,Tuma,RU,55.148,40.5537,22.93,89,100,10.65,overcast clouds
712,Bodden Town,KY,19.2833,-81.25,77.94,82,1,3.0,clear sky
713,Calvinia,ZA,-31.4707,19.776,64.9,56,100,9.6,overcast clouds
714,Tamiahua,MX,21.2667,-97.45,69.98,89,0,7.61,clear sky
715,Lewiston,US,44.1003,-70.2148,37.38,97,100,2.95,light snow
